"Sp","Betacov","R.Alb","Rank","PropRank","InSample"
"Herpestes javanicus",0,0.226406101048618,950,0.226406101048618,0
"Maxomys surifer",0,0.226882745471878,952,0.226882745471878,0
"Arctonyx collaris",0,0.228312678741659,958,0.228312678741659,0
"Crocidura fuliginosa",0,0.229146806482364,961.5,0.229146806482364,0
"Didelphis marsupialis",0,NA,114.5,0.229977359187769,1
"Canis mesomelas",0,0.273236415633937,315.4,0.230882691603763,1
"Mustela strigidorsa",0,0.23093422306959,969,0.23093422306959,0
"Elaphodus cephalophus",0,0.233913250714967,981.5,0.233913250714967,0
"Hyaena hyaena",0,0.233913250714967,981.5,0.233913250714967,0
"Herpestes ichneumon",0,0.235938989513823,990,0.235938989513823,0
"Rattus pyctoris",0,0.236296472831268,991.5,0.236296472831268,0
"Viverra megaspila",0,0.236653956148713,993,0.236653956148713,0
"Moschus berezovskii",0,0.236892278360343,994,0.236892278360343,0
"Chiropodomys gliroides",0,0.237845567206864,998,0.237845567206864,0
"Panthera tigris",0,0.238203050524309,999.5,0.238203050524309,0
"Leopoldamys sabanus",0,0.239037178265014,1003,0.239037178265014,0
"Catopuma temminckii",0,0.239752144899905,1006,0.239752144899905,0
"Meles leucurus",0,0.239990467111535,1007,0.239990467111535,0
"Muntiacus reevesi",0,0.24034795042898,1008.5,0.24034795042898,0
"Rhizomys pruinosus",0,0.240705433746425,1010,0.240705433746425,0
"Bandicota bengalensis",0,0.240943755958055,1011,0.240943755958055,0
"Apodemus draco",0,0.241182078169685,1012,0.241182078169685,0
"Mustela eversmanii",0,0.243088655862726,1020,0.243088655862726,0
"Hylomys suillus",0,0.245114394661582,1028.5,0.245114394661582,0
"Mus cookii",0,0.245114394661582,1028.5,0.245114394661582,0
"Apodemus peninsulae",0,0.246425166825548,1034,0.246425166825548,0
"Mustela nivalis",0,0.248570066730219,1043,0.248570066730219,0
"Tragulus kanchil",0,0.248927550047664,1044.5,0.248927550047664,0
"Chimarrogale himalayica",0,0.25023832221163,1050,0.25023832221163,0
"Eothenomys melanogaster",0,0.251549094375596,1055.5,0.251549094375596,0
"Tatera indica",0,0.316253574833174,363.7,0.252216231026377,1
"Hapalomys delacouri",0,0.253336510962822,1063,0.253336510962822,0
"Niviventer tenaster",0,0.254528122020972,1068,0.254528122020972,0
"Apodemus uralensis",0,0.255243088655863,1071,0.255243088655863,0
"Mustela altaica",0,0.255243088655863,1071,0.255243088655863,0
"Maxomys whiteheadi",0,0.255719733079123,1073,0.255719733079123,0
"Capreolus pygargus",0,0.255958055290753,1074,0.255958055290753,0
"Martes martes",0,0.256196377502383,1075,0.256196377502383,0
"Crocidura vorax",0,0.256434699714013,1076,0.256434699714013,0
"Civettictis civetta",0,0.257387988560534,1080,0.257387988560534,0
"Maxomys rajah",0,0.257745471877979,1081.5,0.257745471877979,0
"Anourosorex squamipes",0,0.258222116301239,1083.5,0.258222116301239,0
"Bandicota savilei",0,0.258579599618684,1085,0.258579599618684,0
"Niviventer cremoriventer",0,0.25893708293613,1086.5,0.25893708293613,0
"Manis crassicaudata",0,0.259294566253575,1088,0.259294566253575,0
"Berylmys berdmorei",0,0.259532888465205,1089,0.259532888465205,0
"Erinaceus roumanicus",0,0.25989037178265,1090.5,0.25989037178265,0
"Vormela peregusna",0,0.25989037178265,1090.5,0.25989037178265,0
"Niviventer langbianis",0,0.26036701620591,1092.5,0.26036701620591,0
"Petaurista elegans",0,0.260724499523356,1094,0.260724499523356,0
"Chiromyscus chiropus",0,0.260962821734986,1095,0.260962821734986,0
"Petaurista petaurista",0,0.261439466158246,1097,0.261439466158246,0
"Felis catus",0,NA,143,0.261877988053213,1
"Mus shortridgei",0,0.262273593898951,1100.5,0.262273593898951,0
"Rhizomys sumatrensis",0,0.262273593898951,1100.5,0.262273593898951,0
"Microtus agrestis",0,0.29730695900858,358.4,0.262745290481904,1
"Chrotogale owstoni",0,0.262750238322212,1102.5,0.262750238322212,0
"Hystrix brachyura",0,0.262750238322212,1102.5,0.262750238322212,0
"Muntiacus rooseveltorum",0,0.263226882745472,1104.5,0.263226882745472,0
"Mus macedonicus",0,0.263226882745472,1104.5,0.263226882745472,0
"Typhlomys cinereus",0,0.263584366062917,1106,0.263584366062917,0
"Mus minutoides",0,0.263822688274547,1107,0.263822688274547,0
"Viverra tangalunga",0,0.264061010486177,1108,0.264061010486177,0
"Microtus fortis",0,0.264299332697807,1109,0.264299332697807,0
"Petaurista philippensis",0,0.265014299332698,1112,0.265014299332698,0
"Rhizomys sinensis",0,0.265252621544328,1113,0.265252621544328,0
"Sundamys muelleri",0,0.266205910390848,1117,0.266205910390848,0
"Mustela erminea",0,0.266563393708294,1118.5,0.266563393708294,0
"Rattus annandalei",0,0.266563393708294,1118.5,0.266563393708294,0
"Vernaya fulva",0,0.267040038131554,1120.5,0.267040038131554,0
"Tragulus napu",0,0.267397521448999,1122,0.267397521448999,0
"Apodemus witherbyi",0,0.267874165872259,1124,0.267874165872259,0
"Hemigalus derbyanus",0,0.267874165872259,1124,0.267874165872259,0
"Ailurus fulgens",0,0.268469971401335,1126.5,0.268469971401335,0
"Cavia porcellus",1,NA,189.5,0.269448053635466,1
"Aonyx capensis",0,0.2697807435653,1132,0.2697807435653,0
"Atherurus macrourus",0,0.2697807435653,1132,0.2697807435653,0
"Ratufa bicolor",0,0.270257387988561,1134,0.270257387988561,0
"Zelotomys hildegardeae",0,0.270495710200191,1135,0.270495710200191,0
"Mogera insularis",0,0.271448999046711,1139,0.271448999046711,0
"Chiropodomys pusillus",0,0.271687321258341,1140,0.271687321258341,0
"Prionodon linsang",0,0.271925643469971,1141,0.271925643469971,0
"Oenomys hypoxanthus",0,0.272163965681602,1142,0.272163965681602,0
"Cynogale bennettii",0,0.272402287893232,1143,0.272402287893232,0
"Arvicanthis niloticus",0,0.267874165872259,341.3,0.272627143059879,1
"Ictonyx striatus",0,0.272759771210677,1144.5,0.272759771210677,0
"Lutra sumatrana",0,0.272759771210677,1144.5,0.272759771210677,0
"Mustela nudipes",0,0.273713060057197,1148.5,0.273713060057197,0
"Potamochoerus larvatus",0,0.274189704480458,1150.5,0.274189704480458,0
"Canis latrans",0,0.488560533841754,496.3,0.274229205386172,1
"Crocidura suaveolens",0,0.274666348903718,1152.5,0.274666348903718,0
"Herpestes brachyurus",0,0.274666348903718,1152.5,0.274666348903718,0
"Uranomys ruddi",0,0.275023832221163,1154,0.275023832221163,0
"Mus musculoides",0,0.275262154432793,1155,0.275262154432793,0
"Mus terricolor",0,0.275619637750238,1156.5,0.275619637750238,0
"Mus saxicola",0,0.276096282173499,1158.5,0.276096282173499,0
"Nesokia indica",0,0.276096282173499,1158.5,0.276096282173499,0
"Microtus subterraneus",0,0.276453765490944,1160,0.276453765490944,0
"Capricornis thar",0,0.276811248808389,1161.5,0.276811248808389,0
"Macaca fascicularis",0,0.31780266920877,383.7,0.277074150312078,1
"Ictonyx libyca",0,0.277168732125834,1163,0.277168732125834,0
"Oreotragus oreotragus",0,0.277407054337464,1164,0.277407054337464,0
"Leopoldamys ciliatus",0,0.277764537654909,1165.5,0.277764537654909,0
"Scaptonyx fusicaudus",0,0.277764537654909,1165.5,0.277764537654909,0
"Budorcas taxicolor",0,0.278360343183985,1168,0.278360343183985,0
"Eothenomys miletus",0,0.278360343183985,1168,0.278360343183985,0
"Mus mahomet",0,0.278360343183985,1168,0.278360343183985,0
"Niviventer andersoni",0,0.278836987607245,1170,0.278836987607245,0
"Mephitis mephitis",0,0.550047664442326,542.5,0.278920997703469,1
"Crocidura indochinensis",0,0.279313632030505,1172,0.279313632030505,0
"Lenothrix canus",0,0.279909437559581,1174.5,0.279909437559581,0
"Pelomys fallax",0,0.279909437559581,1174.5,0.279909437559581,0
"Grammomys kuru",0,0.280505243088656,1177,0.280505243088656,0
"Berylmys manipulus",0,0.280981887511916,1179,0.280981887511916,0
"Cephalophus silvicultor",0,0.281339370829361,1180.5,0.281339370829361,0
"Niviventer niviventer",0,0.282411820781697,1185,0.282411820781697,0
"Lama glama",1,NA,196.166666666667,0.282621312128614,1
"Aethomys hindei",0,0.282650142993327,1186,0.282650142993327,0
"Lemniscomys macculus",0,0.282888465204957,1187,0.282888465204957,0
"Uropsilus gracilis",0,0.283126787416587,1188,0.283126787416587,0
"Golunda ellioti",0,0.283603431839847,1190,0.283603431839847,0
"Leptailurus serval",0,0.283603431839847,1190,0.283603431839847,0
"Tscherskia triton",0,0.283603431839847,1190,0.283603431839847,0
"Hydrictis maculicollis",0,0.284199237368923,1192.5,0.284199237368923,0
"Crocidura shantungensis",0,0.285152526215443,1196.5,0.285152526215443,0
"Mus tenellus",0,0.285152526215443,1196.5,0.285152526215443,0
"Mus triton",0,0.285152526215443,1196.5,0.285152526215443,0
"Neomys fodiens",0,0.285152526215443,1196.5,0.285152526215443,0
"Macaca assamensis",0,0.286224976167779,1201,0.286224976167779,0
"Nandinia binotata",0,0.286701620591039,1203,0.286701620591039,0
"Syncerus caffer",0,0.285152526215443,442.75,0.287055893104716,1
"Axis porcinus",0,0.28789323164919,1208,0.28789323164919,0
"Grammomys dolichurus",0,0.28789323164919,1208,0.28789323164919,0
"Hemiechinus auritus",0,0.28789323164919,1208,0.28789323164919,0
"Rattus everetti",0,0.28789323164919,1208,0.28789323164919,0
"Thallomys paedulcus",0,0.28789323164919,1208,0.28789323164919,0
"Apodemus pallipes",0,0.288727359389895,1211.5,0.288727359389895,0
"Lemniscomys zebra",0,0.288727359389895,1211.5,0.288727359389895,0
"Cannomys badius",0,0.28932316491897,1214,0.28932316491897,0
"Leopoldamys neilli",0,0.28932316491897,1214,0.28932316491897,0
"Pithecheir parvus",0,0.28932316491897,1214,0.28932316491897,0
"Urocyon cinereoargenteus",0,0.382983794089609,433.5,0.289451885604757,1
"Apodemus ponticus",0,0.290038131553861,1217,0.290038131553861,0
"Stochomys longicaudatus",0,0.290038131553861,1217,0.290038131553861,0
"Vulpes cana",0,0.290038131553861,1217,0.290038131553861,0
"Hylomyscus aeta",0,0.290753098188751,1220,0.290753098188751,0
"Sus barbatus",0,0.290753098188751,1220,0.290753098188751,0
"Talpa europaea",0,0.290753098188751,1220,0.290753098188751,0
"Acomys cineraceus",0,0.291348903717827,1222.5,0.291348903717827,0
"Apodemus latronum",0,0.291348903717827,1222.5,0.291348903717827,0
"Helogale parvula",0,0.291825548141087,1224.5,0.291825548141087,0
"Apodemus epimelas",0,0.292302192564347,1226.5,0.292302192564347,0
"Hylomyscus alleni",0,0.292302192564347,1226.5,0.292302192564347,0
"Redunca redunca",0,0.292897998093422,1229,0.292897998093422,0
"Chodsigoa parca",0,0.293732125834128,1232.5,0.293732125834128,0
"Niviventer rapit",0,0.293732125834128,1232.5,0.293732125834128,0
"Poecilogale albinucha",0,0.293732125834128,1232.5,0.293732125834128,0
"Crocidura russula",0,0.294447092469018,1235.5,0.294447092469018,0
"Maxomys baeodon",0,0.294447092469018,1235.5,0.294447092469018,0
"Aethomys kaiseri",0,0.295281220209724,1239,0.295281220209724,0
"Blarinella griselda",0,0.295281220209724,1239,0.295281220209724,0
"Rattus colletti",0,0.295281220209724,1239,0.295281220209724,0
"Microtus arvalis",0,0.273236415633937,361.4,0.29567142399813,1
"Hybomys univittatus",0,0.295996186844614,1242,0.295996186844614,0
"Dremomys rufigenis",0,0.296472831267874,1244,0.296472831267874,0
"Vulpes velox",0,0.542183031458532,553.1,0.297120432210603,1
"Sundamys infraluteus",0,0.29730695900858,1247.5,0.29730695900858,0
"Apodemus mystacinus",0,0.29730695900858,1247.5,0.29730695900858,0
"Chiropodomys muroides",0,0.29730695900858,1247.5,0.29730695900858,0
"Niviventer fraternus",0,0.29730695900858,1247.5,0.29730695900858,0
"Tamiops maritimus",0,0.29730695900858,1247.5,0.29730695900858,0
"Cervus elaphus",0,0.257030505243089,426,0.2979831343405,1
"Crocidura leucodon",0,0.298141086749285,1251,0.298141086749285,0
"Hylopetes alboniger",0,0.29873689227836,1253.5,0.29873689227836,0
"Myomyscus brockmani",0,0.29873689227836,1253.5,0.29873689227836,0
"Sorex minutus",0,0.29873689227836,1253.5,0.29873689227836,0
"Vulpes bengalensis",0,0.29873689227836,1253.5,0.29873689227836,0
"Herpestes semitorquatus",0,0.299571020019066,1257,0.299571020019066,0
"Mus haussa",0,0.299571020019066,1257,0.299571020019066,0
"Arvicanthis neumanni",0,0.300405147759771,1260.5,0.300405147759771,0
"Maxomys inflatus",0,0.300405147759771,1260.5,0.300405147759771,0
"Microtus clarkei",0,0.300405147759771,1260.5,0.300405147759771,0
"Nycticebus bengalensis",0,0.301000953288847,1263,0.301000953288847,0
"Euroscaptor longirostris",0,0.301477597712107,1265,0.301477597712107,0
"Genetta servalina",0,0.301477597712107,1265,0.301477597712107,0
"Hylochoerus meinertzhageni",0,0.302073403241182,1267.5,0.302073403241182,0
"Vulpes pallida",0,0.302073403241182,1267.5,0.302073403241182,0
"Hippopotamus amphibius",0,0.302669208770257,1270,0.302669208770257,0
"Bullimus bagobus",0,0.303503336510963,1273.5,0.303503336510963,0
"Chiropodomys major",0,0.303503336510963,1273.5,0.303503336510963,0
"Neomys anomalus",0,0.303503336510963,1273.5,0.303503336510963,0
"Niviventer excelsior",0,0.303503336510963,1273.5,0.303503336510963,0
"Praomys daltoni",0,0.303503336510963,1273.5,0.303503336510963,0
"Acomys wilsoni",0,0.304814108674929,1279,0.304814108674929,0
"Aethomys chrysophilus",0,0.304814108674929,1279,0.304814108674929,0
"Microtus levis",0,0.304814108674929,1279,0.304814108674929,0
"Rattus villosissimus",0,0.304814108674929,1279,0.304814108674929,0
"Stenocephalemys albipes",0,0.304814108674929,1279,0.304814108674929,0
"Capreolus capreolus",0,0.252979027645377,426.625,0.305309878266783,1
"Prionailurus planiceps",0,0.305648236415634,1282.5,0.305648236415634,0
"Sciurus carolinensis",0,0.88465204957102,816.8,0.306094854429722,1
"Arvicanthis abyssinicus",0,0.306363203050524,1285.5,0.306363203050524,0
"Arvicanthis rufinus",0,0.306363203050524,1285.5,0.306363203050524,0
"Euroscaptor klossi",0,0.306363203050524,1285.5,0.306363203050524,0
"Niviventer eha",0,0.306363203050524,1285.5,0.306363203050524,0
"Mylomys dybowskii",0,0.307078169685415,1288.5,0.307078169685415,0
"Rattus marmosurus",0,0.307078169685415,1288.5,0.307078169685415,0
"Sciurus niger",0,0.878693994280267,809.4,0.307765880448646,1
"Cephalophus rufilatus",0,0.307793136320305,1291.5,0.307793136320305,0
"Crocidura olivieri",0,0.307793136320305,1291.5,0.307793136320305,0
"Muntiacus atherodes",0,0.307793136320305,1291.5,0.307793136320305,0
"Parascaptor leucura",0,0.307793136320305,1291.5,0.307793136320305,0
"Colomys goslingi",0,0.30862726406101,1295,0.30862726406101,0
"Dremomys pernyi",0,0.30862726406101,1295,0.30862726406101,0
"Praomys rostratus",0,0.309103908484271,1297,0.309103908484271,0
"Berylmys mackenziei",0,0.309342230695901,1298,0.309342230695901,0
"Apodemus alpicola",0,0.309699714013346,1299.5,0.309699714013346,0
"Rattus leucopus",0,0.309699714013346,1299.5,0.309699714013346,0
"Tragelaphus spekii",0,0.310057197330791,1301,0.310057197330791,0
"Muntiacus crinifrons",0,0.310414680648236,1302.5,0.310414680648236,0
"Vulpes rueppellii",0,0.310414680648236,1302.5,0.310414680648236,0
"Malacomys longipes",0,0.311129647283127,1305.5,0.311129647283127,0
"Erinaceus concolor",0,0.311129647283127,1305.5,0.311129647283127,0
"Millardia meltada",0,0.311129647283127,1305.5,0.311129647283127,0
"Neotetracus sinensis",0,0.311129647283127,1305.5,0.311129647283127,0
"Echinosorex gymnura",0,0.312082936129647,1309.5,0.312082936129647,0
"Rattus praetor",0,0.312082936129647,1309.5,0.312082936129647,0
"Kobus kob",0,0.313036224976168,1313.5,0.313036224976168,0
"Mastomys kollmannspergeri",0,0.313036224976168,1313.5,0.313036224976168,0
"Sigmodon hispidus",0,0.629408960915157,624.2,0.31304854518472,1
"Episoriculus macrurus",0,0.313870352716873,1317,0.313870352716873,0
"Paraechinus hypomelas",0,0.314108674928503,1318,0.314108674928503,0
"Acomys russatus",0,0.314585319351764,1320,0.314585319351764,0
"Desmomys harringtoni",0,0.314585319351764,1320,0.314585319351764,0
"Mus phillipsi",0,0.315300285986654,1323,0.315300285986654,0
"Rattus hoffmanni",0,0.315300285986654,1323,0.315300285986654,0
"Grammomys cometes",0,0.315300285986654,1323,0.315300285986654,0
"Praomys tullbergi",0,0.315776930409914,1325,0.315776930409914,0
"Lemniscomys rosalia",0,0.316253574833174,1327,0.316253574833174,0
"Otomys typus",0,0.316253574833174,1327,0.316253574833174,0
"Crossarchus alexandri",0,0.316968541468065,1330,0.316968541468065,0
"Dacnomys millardi",0,0.316968541468065,1330,0.316968541468065,0
"Naemorhedus goral",0,0.316968541468065,1330,0.316968541468065,0
"Acomys dimidiatus",0,0.31780266920877,1333.5,0.31780266920877,0
"Cricetulus barabensis",0,0.318517635843661,1336.5,0.318517635843661,0
"Lemniscomys barbarus",0,0.318517635843661,1336.5,0.318517635843661,0
"Mus mattheyi",0,0.318517635843661,1336.5,0.318517635843661,0
"Dologale dybowskii",0,0.319351763584366,1340,0.319351763584366,0
"Hybomys trivirgatus",0,0.319351763584366,1340,0.319351763584366,0
"Mastomys coucha",0,0.319947569113441,1342.5,0.319947569113441,0
"Rattus mindorensis",0,0.319947569113441,1342.5,0.319947569113441,0
"Mus cervicolor",1,0.264656816015253,454.5,0.320031596550978,1
"Sorex alpinus",0,0.320305052430887,1344,0.320305052430887,0
"Trachypithecus phayrei",0,0.320543374642517,1345,0.320543374642517,0
"Crocidura rapax",0,0.320900857959962,1346.5,0.320900857959962,0
"Episoriculus caudatus",0,0.320900857959962,1346.5,0.320900857959962,0
"Acomys cahirinus",0,0.321377502383222,1348.5,0.321377502383222,0
"Suncus murinus",0,0.224737845567207,338.2,0.321970358703665,1
"Cricetulus migratorius",0,0.321973307912297,1351,0.321973307912297,0
"Rattus morotaiensis",0,0.321973307912297,1351,0.321973307912297,0
"Rattus tunneyi",0,0.321973307912297,1351,0.321973307912297,0
"Myodes rutilus",0,0.346639656816015,428.5,0.322376915018184,1
"Gazella bennettii",0,0.322807435653003,1354.5,0.322807435653003,0
"Lepus peguensis",0,0.322807435653003,1354.5,0.322807435653003,0
"Vulpes ferrilata",0,0.322807435653003,1354.5,0.322807435653003,0
"Aethomys nyikae",0,0.323879885605338,1359,0.323879885605338,0
"Malacomys edwardsi",0,0.323879885605338,1359,0.323879885605338,0
"Otomys angoniensis",0,0.323879885605338,1359,0.323879885605338,0
"Rattus pelurus",0,0.323879885605338,1359,0.323879885605338,0
"Dasymys rufulus",0,0.324714013346044,1362.5,0.324714013346044,0
"Grammomys macmillani",0,0.324714013346044,1362.5,0.324714013346044,0
"Microtus oeconomus",0,0.322807435653003,413.9,0.325216104588399,1
"Acomys spinosissimus",0,0.325548141086749,1366,0.325548141086749,0
"Arvicanthis ansorgei",0,0.325548141086749,1366,0.325548141086749,0
"Genetta victoriae",0,0.325548141086749,1366,0.325548141086749,0
"Maxomys ochraceiventer",0,0.325548141086749,1366,0.325548141086749,0
"Melursus ursinus",0,0.325548141086749,1366,0.325548141086749,0
"Dama dama",0,0.264656816015253,451.625,0.326187071838125,1
"Genetta thierryi",0,0.32650142993327,1370,0.32650142993327,0
"Mus indutus",0,0.327097235462345,1372.5,0.327097235462345,0
"Rhabdomys pumilio",0,0.327097235462345,1372.5,0.327097235462345,0
"Macaca leonina",0,0.32769304099142,1375,0.32769304099142,0
"Rattus baluensis",0,0.32769304099142,1375,0.32769304099142,0
"Dephomys defua",0,0.328408007626311,1378,0.328408007626311,0
"Rattus jobiensis",0,0.328408007626311,1378,0.328408007626311,0
"Menetes berdmorei",0,0.329361296472831,1382,0.329361296472831,0
"Bullimus luzonicus",0,0.330076263107722,1385,0.330076263107722,0
"Hystrix cristata",0,0.330076263107722,1385,0.330076263107722,0
"Rattus feliceus",0,0.330076263107722,1385,0.330076263107722,0
"Rattus hainaldi",0,0.330076263107722,1385,0.330076263107722,0
"Raphicerus campestris",0,0.330791229742612,1388,0.330791229742612,0
"Lenomys meyeri",0,0.331029551954242,1389,0.331029551954242,0
"Belomys pearsonii",0,0.331625357483317,1391.5,0.331625357483317,0
"Prionailurus rubiginosus",0,0.331625357483317,1391.5,0.331625357483317,0
"Suncus megalura",0,0.331625357483317,1391.5,0.331625357483317,0
"Rattus mordax",0,0.331625357483317,1391.5,0.331625357483317,0
"Didelphis virginiana",0,NA,182.875,0.331628130977177,1
"Maxomys musschenbroekii",0,0.332340324118208,1394.5,0.332340324118208,0
"Praomys misonnei",0,0.332340324118208,1394.5,0.332340324118208,0
"Lophuromys sikapusi",0,0.271091515729266,378,0.33250869836988,1
"Grammomys ibeanus",0,0.332936129647283,1397,0.332936129647283,0
"Hylomyscus carillus",0,0.332936129647283,1397,0.332936129647283,0
"Sorex caecutiens",0,0.332936129647283,1397,0.332936129647283,0
"Giraffa camelopardalis",0,0.300405147759771,486.75,0.333579926303801,1
"Arvicanthis nairobae",0,0.334008579599619,1401.5,0.334008579599619,0
"Bunomys chrysocomus",0,0.334008579599619,1401.5,0.334008579599619,0
"Melomys lutillus",0,0.334008579599619,1401.5,0.334008579599619,0
"Mesechinus dauuricus",0,0.334008579599619,1401.5,0.334008579599619,0
"Tamiops swinhoei",0,0.334008579599619,1401.5,0.334008579599619,0
"Panthera leo",0,0.301477597712107,489.75,0.334688041910226,1
"Eothenomys olitor",0,0.335200190657769,1406.5,0.335200190657769,0
"Maxomys moi",0,0.335200190657769,1406.5,0.335200190657769,0
"Rattus steini",0,0.335200190657769,1406.5,0.335200190657769,0
"Rattus blangorum",0,0.33615347950429,1410.5,0.33615347950429,0
"Rattus koopmani",0,0.33615347950429,1410.5,0.33615347950429,0
"Rattus lutreolus",0,0.33615347950429,1410.5,0.33615347950429,0
"Tamias striatus",0,0.824714013346044,788.9,0.33617782563699,1
"Erinaceus europaeus",1,0.292897998093422,489.125,0.336426126257933,1
"Capricornis sumatraensis",0,0.33710676835081,1414.5,0.33710676835081,0
"Mus baoulei",0,0.33710676835081,1414.5,0.33710676835081,0
"Mus platythrix",0,0.33710676835081,1414.5,0.33710676835081,0
"Nectogale elegans",0,0.33710676835081,1414.5,0.33710676835081,0
"Atelerix algirus",0,0.338298379408961,1419.5,0.338298379408961,0
"Muntiacus feae",0,0.338298379408961,1419.5,0.338298379408961,0
"Paruromys dominator",0,0.338298379408961,1419.5,0.338298379408961,0
"Rattus osgoodi",0,0.338298379408961,1419.5,0.338298379408961,0
"Crocidura monticola",0,0.339370829361296,1424,0.339370829361296,0
"Hybomys planifrons",0,0.339370829361296,1424,0.339370829361296,0
"Melomys leucogaster",0,0.339370829361296,1424,0.339370829361296,0
"Bdeogale nigripes",0,0.340085795996187,1427,0.340085795996187,0
"Hylopetes phayrei",0,0.340085795996187,1427,0.340085795996187,0
"Lepus tolai",0,0.340085795996187,1427,0.340085795996187,0
"Rattus palmarum",0,0.340681601525262,1429.5,0.340681601525262,0
"Haeromys pusillus",0,0.341039084842707,1431,0.341039084842707,0
"Acomys kempi",0,0.341515729265968,1433,0.341515729265968,0
"Otomys denti",0,0.341515729265968,1433,0.341515729265968,0
"Praomys derooi",0,0.341515729265968,1433,0.341515729265968,0
"Lepus sinensis",0,0.342111534795043,1435.5,0.342111534795043,0
"Paraechinus aethiopicus",0,0.342111534795043,1435.5,0.342111534795043,0
"Crocidura fuscomurina",0,0.343064823641563,1439.5,0.343064823641563,0
"Meriones meridianus",0,0.343064823641563,1439.5,0.343064823641563,0
"Pelomys campanae",0,0.343064823641563,1439.5,0.343064823641563,0
"Rattus giluwensis",0,0.343064823641563,1439.5,0.343064823641563,0
"Sorex coronatus",0,0.343064823641563,1439.5,0.343064823641563,0
"Stenocephalemys griseicauda",0,0.343064823641563,1439.5,0.343064823641563,0
"Marmota monax",0,0.92278360343184,850.4,0.34355445960355,1
"Proechimys semispinosus",0,0.776334604385129,746.5,0.344037540621607,1
"Crocidura poensis",0,0.344256434699714,1444.5,0.344256434699714,0
"Rattus novaeguineae",0,0.344256434699714,1444.5,0.344256434699714,0
"Rattus sordidus",0,0.344256434699714,1444.5,0.344256434699714,0
"Aethomys bocagei",0,0.345209723546235,1448.5,0.345209723546235,0
"Lophuromys chrysopus",0,0.345209723546235,1448.5,0.345209723546235,0
"Mesechinus hughi",0,0.345209723546235,1448.5,0.345209723546235,0
